name,title,level,facing,categories,description,detail,remediation,metadata,cache_key
unused_index,Unused Index,INFO,EXTERNAL,"[""PERFORMANCE""]",Detects if an index has never been used and may be a candidate for removal.,Index \`idx_dna_merges_merged_by\` on table \`public.dna_merges\` has not been used,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,"{""name"":""dna_merges"",""type"":""table"",""schema"":""public""}",unused_index_public_dna_merges_idx_dna_merges_merged_by
unused_index,Unused Index,INFO,EXTERNAL,"[""PERFORMANCE""]",Detects if an index has never been used and may be a candidate for removal.,Index \`idx_dna_merges_source_branch_id\` on table \`public.dna_merges\` has not been used,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,"{""name"":""dna_merges"",""type"":""table"",""schema"":""public""}",unused_index_public_dna_merges_idx_dna_merges_source_branch_id
unused_index,Unused Index,INFO,EXTERNAL,"[""PERFORMANCE""]",Detects if an index has never been used and may be a candidate for removal.,Index \`idx_dna_merges_target_version_id\` on table \`public.dna_merges\` has not been used,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,"{""name"":""dna_merges"",""type"":""table"",""schema"":""public""}",unused_index_public_dna_merges_idx_dna_merges_target_version_id
unused_index,Unused Index,INFO,EXTERNAL,"[""PERFORMANCE""]",Detects if an index has never been used and may be a candidate for removal.,Index \`idx_dna_version_comments_parent_comment_id\` on table \`public.dna_version_comments\` has not been used,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,"{""name"":""dna_version_comments"",""type"":""table"",""schema"":""public""}",unused_index_public_dna_version_comments_idx_dna_version_comments_parent_comment_id
unused_index,Unused Index,INFO,EXTERNAL,"[""PERFORMANCE""]",Detects if an index has never been used and may be a candidate for removal.,Index \`idx_dna_version_comments_user_id\` on table \`public.dna_version_comments\` has not been used,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,"{""name"":""dna_version_comments"",""type"":""table"",""schema"":""public""}",unused_index_public_dna_version_comments_idx_dna_version_comments_user_id
unused_index,Unused Index,INFO,EXTERNAL,"[""PERFORMANCE""]",Detects if an index has never been used and may be a candidate for removal.,Index \`idx_dna_version_rollbacks_brand_id\` on table \`public.dna_version_rollbacks\` has not been used,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,"{""name"":""dna_version_rollbacks"",""type"":""table"",""schema"":""public""}",unused_index_public_dna_version_rollbacks_idx_dna_version_rollbacks_brand_id
unused_index,Unused Index,INFO,EXTERNAL,"[""PERFORMANCE""]",Detects if an index has never been used and may be a candidate for removal.,Index \`idx_dna_version_rollbacks_rollback_by\` on table \`public.dna_version_rollbacks\` has not been used,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,"{""name"":""dna_version_rollbacks"",""type"":""table"",""schema"":""public""}",unused_index_public_dna_version_rollbacks_idx_dna_version_rollbacks_rollback_by
unused_index,Unused Index,INFO,EXTERNAL,"[""PERFORMANCE""]",Detects if an index has never been used and may be a candidate for removal.,Index \`idx_dna_version_rollbacks_version_id\` on table \`public.dna_version_rollbacks\` has not been used,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,"{""name"":""dna_version_rollbacks"",""type"":""table"",""schema"":""public""}",unused_index_public_dna_version_rollbacks_idx_dna_version_rollbacks_version_id
unused_index,Unused Index,INFO,EXTERNAL,"[""PERFORMANCE""]",Detects if an index has never been used and may be a candidate for removal.,Index \`idx_dna_version_tests_tested_by\` on table \`public.dna_version_tests\` has not been used,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,"{""name"":""dna_version_tests"",""type"":""table"",""schema"":""public""}",unused_index_public_dna_version_tests_idx_dna_version_tests_tested_by
unused_index,Unused Index,INFO,EXTERNAL,"[""PERFORMANCE""]",Detects if an index has never been used and may be a candidate for removal.,Index \`idx_dna_versions_created_by\` on table \`public.dna_versions\` has not been used,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,"{""name"":""dna_versions"",""type"":""table"",""schema"":""public""}",unused_index_public_dna_versions_idx_dna_versions_created_by
unused_index,Unused Index,INFO,EXTERNAL,"[""PERFORMANCE""]",Detects if an index has never been used and may be a candidate for removal.,Index \`idx_dna_versions_parent_version_id\` on table \`public.dna_versions\` has not been used,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,"{""name"":""dna_versions"",""type"":""table"",""schema"":""public""}",unused_index_public_dna_versions_idx_dna_versions_parent_version_id
unused_index,Unused Index,INFO,EXTERNAL,"[""PERFORMANCE""]",Detects if an index has never been used and may be a candidate for removal.,Index \`idx_prompt_batch_analytics_user_id\` on table \`public.prompt_batch_analytics\` has not been used,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,"{""name"":""prompt_batch_analytics"",""type"":""table"",""schema"":""public""}",unused_index_public_prompt_batch_analytics_idx_prompt_batch_analytics_user_id
unused_index,Unused Index,INFO,EXTERNAL,"[""PERFORMANCE""]",Detects if an index has never been used and may be a candidate for removal.,Index \`idx_prompt_batch_analytics_workspace_id\` on table \`public.prompt_batch_analytics\` has not been used,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,"{""name"":""prompt_batch_analytics"",""type"":""table"",""schema"":""public""}",unused_index_public_prompt_batch_analytics_idx_prompt_batch_analytics_workspace_id
unused_index,Unused Index,INFO,EXTERNAL,"[""PERFORMANCE""]",Detects if an index has never been used and may be a candidate for removal.,Index \`idx_prompt_history_workspace_id\` on table \`public.prompt_history\` has not been used,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,"{""name"":""prompt_history"",""type"":""table"",""schema"":""public""}",unused_index_public_prompt_history_idx_prompt_history_workspace_id
